egiftID,Main_id
AD0142,73576-0
AD0143,73644-2
AD0144,74319-2
AD0145,74918-3
AD0146,75368-7
AD0147,75372-6
AD0148,75545-2
AD0149,75628-6
AD0151,75657-4
AD0152,76086-1
AD0153,76567-5
AD0154,76751-8
AD0155,19496-1
AD0156,76945-1
AD0157,43052-8
AD0158,17737-3
AD0159,77225-7
AD0160,77258-7
AD0161,77400-6
AD0162,77782-5
AD0163,77868-8
AD0165,77940-9
AD0167,78289-4
AD0168,78336-9
AD0169,78543-5
AD0170,78619-1
AD0171,78756-9
AD0172,78869-4
AD0173,79067-9
AD0174,79141-6
AD0175,79164-9
AD0178,79676-7
AD0179,79893-0
AD0180,80491-8
AD0181,80652-1
AD0182,80872-3
AD0183,80943-4
AD0184,81152-9
AD0185,81173-6
AD0188,81479-1
AD0189,81784-0
AD0190,81760-4
AD0191,82282-2
AD0192,82517-5
AD0193,82730-6
AD0194,82821-1
AD0195,83299-3
AD0196,28457-0
AD0197,83431-5
AD0198,83507-1
AD0199,83522-0
AD0200,25902-6
AD0201,84152-8
AD0203,84255-6
AD0204,84384-3
AD0205,84770-0
AD0206,84895-8
AD0207,84950-4
AD0208,25532-1
AD0209,86149-8
AD0210,86152-4
AD0211,86166-3
AD0212,86214-1
AD0213,86411-0
AD0214,86888-6
AD0215,87213-1
AD0216,87821-6
AD0217,88351-5
AD0218,89318-1
AD0219,89321-7
AD0220,89352-1
AD0221,89435-5
AD0222,89561-3
AD0223,25592-3
AD0224,60671-8
AD0225,60768-1
AD0226,61032-2
AD0227,61108-8
AD0228,61346-8
AD0229,61891-3
AD0231,62378-8
AD0232,62436-3
AD0233,62880-6
AD0234,63134-3
AD0235,63200-9
AD0236,63225-8
AD0237,63286-3
AD0238,63683-0
AD0239,63795-2
AD0240,64075-8
AD0241,64124-9
AD0242,64376-8
AD0243,64377-1
AD0245,64586-3
AD0246,64745-0
AD0247,64751-5
AD0248,65026-9
AD0249,65350-9
AD0250,65408-7
AD0251,65595-0
AD0252,65610-8
AD0253,66488-6
AD0254,66797-7
AD0255,67257-7
AD0256,68167-8
AD0257,68311-3
AD0258,68328-1
AD0259,68742-3
AD0260,68918-8
AD0261,69051-7
AD0262,69272-2
AD0263,69339-4
AD0264,69589-7
AD0265,69838-6
AD0266,39156-0
AD0267,39168-3
AD0268,39642-6
AD0269,39695-0
AD0270,38313-8
AD0271,38470-0
AD0272,38624-5
AD0273,38665-6
AD0274,38782-0
AD0275,38950-1
AD0276,38952-7
AD0277,13310-0
AD0278,13712-2
AD0279,35815-0
AD0280,35860-0
AD0281,90022-3
AD0282,90603-6
AD0283,90818-6
AD0284,91084-4
AD0285,91462-0
AD0286,91554-8
AD0287,91705-4
AD0288,91709-6
AD0290,91879-4
AD0291,91928-5
AD0292,92019-3
AD0293,92266-7
AD0294,92333-6
AD0295,92443-2
AD0296,92632-0
AD0297,92643-0
AD0298,92907-1
AD0299,92914-9
AD0300,93698-3
AD0301,94053-9
AD0302,94152-5
AD0303,94713-4
AD0304,94779-4
AD0305,94830-8
AD0306,95393-7
AD0307,95600-2
AD0308,95726-3
AD0309,95932-6
AD0310,95999-9
AD0311,96594-1
AD0312,96676-2
AD0313,96809-0
AD0314,96890-6
AD0315,96893-5
AD0316,97028-2
AD0317,97189-6
AD0319,97593-1
AD0320,97716-2
AD0321,97868-2
AD0322,98006-5
AD0323,98459-5
AD0324,98720-4
AD0325,98750-5
AD0326,99399-7
AD0327,99764-7
AD0328,10248-A
AD0329,10415-A
AD0330,10650-A
AD0331,11374-A
AD0332,12031-A
AD0333,12042-A
AD0334,12298-A
AD0335,12340-A
AD0336,12379-A
AD0337,12759-A
AD0338,12830-A
AD0339,13027-A
AD0340,13247-A
AD0341,14131-A
AD0342,14237-A
AD0343,14327-A
AD0344,14861-A
AD0345,14880-A
AD0346,14964-A
AD0347,14997-A
AD0348,15045-A
AD0349,15073-A
AD0350,15318-A
AD0351,15333-A
AD0352,15511-A
AD0353,15526-A
AD0354,15589-A
AD0355,15652-A
AD0356,15767-A
AD0357,15860-A
AD0358,15939-A
AD0359,15965-A
AD0360,16084-A
AD0361,16156-A
AD0362,16416-A
AD0363,16458-A
AD0364,16564-A
AD0365,16786-A
AD0366,17178-A
AD0367,17361-A
AD0368,17731-A
AD0369,17755-A
AD0370,17882-A
AD0371,18258-A
AD0372,18494-A
AD0373,18507-A
AD0374,19308-A
AD0375,19329-A
AD0376,19490-A
AD0377,19567-A
AE0001,00710-0
AE0002,05251-1
AE0003,10321-1
AE0007,21389-7
AE0009,23381-9
AE0010,23407-0
AE0011,17534-6
AE0012,26283-5
AE0013,26711-5
AE0014,31565-6
AE0015,32003-6
AE0016,32623-4
AE0017,32954-5
AE0019,33737-5
AE0020,33764-7
AE0021,34942-8
AE0022,36620-7
AE0023,36777-2
AE0024,36922-0
AE0025,37648-8
AE0026,40264-0
AE0027,35096-7
AE0028,40960-1
AE0029,42002-0
AE0030,42639-6
AE0031,28601-5
AE0032,43598-9
AE0033,48425-7
AE0034,48703-4
AE0035,49290-6
AE0036,49449-6
AE0037,51073-6
AE0038,51884-8
AE0039,52001-4
AE0040,52165-7
AE0041,53523-2
AE0042,53596-0
AE0043,53685-9
AE0044,54478-6
AE0045,55217-6
AE0047,56337-2
AE0048,56460-1
AE0049,56523-1
AE0050,58231-1
AE0051,46008-0
AE0052,59322-9
AE0053,59712-8
AE0055,70477-5
AE0056,70865-8
AE0057,71670-5
AE0058,77192-8
AE0059,77958-0
AE0060,78073-1
AE0061,78097-7
AE0062,78726-8
AE0063,79722-9
AE0064,80564-5
AE0066,81964-4
AE0067,82059-4
AE0068,83030-6
AE0069,84976-6
AE0070,87523-5
AE0072,88182-1
AE0073,88337-9
AE0075,62447-3
AE0076,62929-0
AE0078,63776-1
AE0079,65626-3
AE0080,66531-9
AE0082,68299-4
AE0083,69761-7
AE0084,39253-0
AE0085,39593-5
AE0086,39857-6
AE0087,38589-3
AE0089,35819-2
AE0090,90472-4
AE0091,92043-6
AE0092,93253-4
AE0093,94166-4
AE0094,95650-7
AE0095,95952-0
AE0096,96342-2
AE0097,94073-3
AE0098,96572-1
AE0099,98947-7
AE0100,99849-7
AE0101,10082-A
AE0102,13308-A
AE0103,13350-A
AE0104,13488-A
AE0105,13879-A
AE0106,14401-A
AE0108,14692-A
AE0109,15184-A
AE0110,17333-A
AF0001,00752-4
AF0003,00764-7
AF0004,00815-4
AF0007,05133-4
AF0008,07801-6
AF0009,09873-7
AF0010,12349-5
AF0011,13173-3
AF0012,14073-7
AF0013,14399-6
AF0015,15508-1
AF0017,19410-7
AF0019,20439-8
AF0020,20608-2
AF0026,21199-6
AF0027,22779-9
AF0028,22994-6
AF0029,23060-5
AF0030,23345-3
AF0031,23440-7
AF0032,25056-2
AF0033,23616-2
AF0034,26113-7
AF0035,27100-4
AF0036,24082-8
AF0037,24669-9
AF0038,29239-7
AF0039,29695-3
AF0040,25307-7
AF0041,31102-9
AF0042,35001-9
AF0043,32250-0
AF0044,32269-4
AF0045,32279-1
AF0046,32994-3
AF0047,33500-5
AF0048,33614-3
AF0049,33682-6
AF0050,33848-4
AF0051,34073-1
AF0052,34784-4
AF0053,34833-5
AF0054,34860-7
AF0055,34922-4
AF0057,36262-5
AF0058,16689-2
AF0059,25353-0
AF0060,36822-1
AF0061,37089-5
AF0062,37144-1
AF0063,37306-7
AF0064,37586-1
AF0065,25106-6
AF0066,40333-5
AF0067,16809-4
AF0068,16910-3
AF0069,40721-8
AF0070,40756-4
AF0071,40806-8
AF0074,41139-8
AF0075,41311-8
AF0076,41424-3
AF0077,42114-2
AF0078,42732-4
AF0079,42891-2
AF0080,48225-9
AF0081,48551-5
AF0083,49111-4
AF0084,49448-3
AF0085,49521-7
AF0086,49563-1
AF0087,49830-8
AF0088,43784-8
AF0089,50644-9
AF0090,50819-1
AF0091,52262-7
AF0092,52691-1
AF0093,43906-6
AF0094,52907-3
AF0095,53011-4
AF0096,44013-6
AF0097,53607-9
AF0098,54016-2
AF0099,54188-6
AF0100,54611-1
AF0101,55004-2
AF0102,55192-8
AF0103,55230-9
AF0104,55928-9
AF0105,57348-5
AF0106,58492-4
AF0107,58563-5
AF0108,59454-5
AF0109,59575-1
AF0111,70231-1
AF0112,70259-9
AF0113,70326-8
AF0114,70332-3
AF0115,70725-1
AF0116,70761-7
AF0117,70773-0
AF0118,71162-9
AF0119,71266-0
AF0120,71288-0
AF0121,71530-8
AF0122,72503-9
AF0123,72943-3
AF0124,73251-4
AF0125,73253-0
AF0126,73498-1
AF0127,73591-9
AF0128,73666-2
AF0129,73905-4
AF0130,74080-7
AF0131,74869-2
AF0132,74913-8
AF0133,75677-8
AF0134,75695-6
AF0135,76171-8
AF0136,76340-2
AF0137,76357-0
AF0138,76407-4
AF0139,77197-3
AF0140,78249-6
AF0141,78561-3
AF0142,78621-4
AF0144,79320-7
AF0145,79695-8
AF0147,80262-2
AF0148,80321-0
AF0149,80346-9
AF0150,80795-7
AF0151,80933-7
AF0152,81390-9
AF0153,81402-1
AF0155,82167-4
AF0156,82961-8
AF0157,83127-9
AF0158,83924-2
AF0159,83967-9
AF0160,84399-5
AF0161,84815-2
AF0162,86026-6
AF0163,86703-6
AF0164,86993-7
AF0165,86996-6
AF0166,87137-8
AF0167,87207-6
AF0169,88144-9
AF0170,88314-6
AF0171,88719-7
AF0172,88789-6
AF0173,89200-1
AF0174,89377-0
AF0175,89633-7
AF0176,89928-2
AF0177,61160-6
AF0178,61842-1
AF0179,62029-9
AF0180,62517-1
AF0181,62829-1
AF0182,63940-0
AF0183,64530-0
AF0184,65271-7
AF0185,65834-2
AF0186,65929-9
AF0187,66024-6
AF0188,66395-5
AF0189,66849-7
AF0190,66852-3
AF0191,67055-3
AF0192,67116-7
AF0193,67170-1
AF0195,67886-9
AF0196,67900-4
AF0197,67912-7
AF0198,67916-9
AF0199,68763-0
AF0200,69522-4
AF0201,69552-5
AF0202,69735-8
AF0203,69885-2
AF0204,69976-7
AF0205,39000-8
AF0206,39023-1
AF0209,39930-0
AF0210,38330-3
AF0211,38564-4
AF0212,38659-1
AF0213,38869-6
AF0214,21503-1
AF0215,21707-1
AF0216,21747-9
AF0217,90219-5
AF0218,90310-7
AF0219,90342-4
AF0220,90433-9
AF0221,91071-8
AF0222,91609-7
AF0223,91888-8
AF0224,91964-1
AF0225,92201-0
AF0226,92375-0
AF0227,92567-7
AF0228,92575-8
AF0229,92991-6
AF0230,93687-3
AF0231,93964-7
AF0232,94479-7
AF0233,94636-8
AF0234,94762-6
AF0235,94945-9
AF0236,95016-3
AF0237,95148-9
AF0238,95198-4
AF0239,95382-7
AF0240,95571-5
AF0241,95967-2
AF0242,96245-2
AF0243,96276-6
AF0244,96475-1
AF0245,96929-3
AF0246,97807-7
AF0247,98016-2
AF0248,98256-8
AF0249,98311-4
AF0250,98442-7
AF0251,98565-9
AF0252,98588-2
AF0253,98609-8
AF0254,98894-4
AF0255,99008-4
AF0256,99818-3
AF0257,10307-A
AF0258,10516-A
AF0259,11649-A
AF0260,11739-A
AF0261,11845-A
AF0262,12557-A
AF0263,12625-A
AF0264,12644-A
AF0265,12771-A
AF0266,13327-A
AF0267,13374-A
AF0268,13759-A
AF0269,13971-A
AF0270,15135-A
AF0271,15141-A
AF0272,15192-A
AF0273,15651-A
AF0274,15756-A
AF0275,15888-A
AF0276,16247-A
AF0277,16714-A
AF0278,16869-A
AF0279,17082-A
AF0280,17180-A
AF0281,17294-A
AF0282,17414-A
AF0283,17783-A
AF0284,18568-A
AF0285,18859-A
AF0286,19011-A
AF0287,19067-A
AF0288,19283-A
AF0289,19452-A
AG0001,00865-9
AG0002,00870-1
AG0003,00872-7
AG0004,00954-8
AG0005,00989-4
AG0006,03068-5
AG0007,03087-6
AG0008,03543-1
AG0009,03825-0
AG0010,03871-3
AG0011,03905-5
AG0012,03926-2
AG0013,04512-0
AG0014,04834-7
AG0015,06022-8
AG0016,09915-0
AG0017,10714-9
AG0018,11956-4
AG0019,12007-4
AG0020,12071-5
AG0021,12269-0
AG0022,12612-0
AG0023,12724-2
AG0024,12797-0
AG0026,14344-6
AG0027,14664-7
AG0028,15225-9
AG0029,15420-2
AG0031,15728-3
AG0033,15982-5
AG0034,16274-4
AG0035,16286-7
AG0036,18807-4
AG0037,19272-7
AG0040,20490-3
AG0041,20627-3
AG0042,21147-5
AG0044,21373-2
AG0045,22508-9
AG0046,22635-0
AG0047,22817-0
AG0049,25032-6
AG0050,25052-0
AG0051,26080-8
AG0052,26082-4
AG0053,16645-2
AG0054,26175-5
AG0057,26267-3
AG0058,26288-0
AG0060,29049-6
AG0062,29205-4
AG0063,29255-9
AG0064,29421-4
AG0065,29675-9
AG0066,30044-1
AG0067,30055-1
AG0068,16651-7
AG0069,30428-5
AG0070,30439-5
AG0071,30440-5
AG0072,30695-3
AG0073,31055-4
AG0074,31155-3
AG0075,31175-7
AG0076,31336-0
AG0077,31872-1
AG0078,32351-2
AG0079,32374-5
AG0080,32590-5
AG0081,38042-9
AG0082,33071-2
AG0083,33415-8
AG0084,33494-1
AG0086,34801-8
AG0087,34990-7
AG0088,35678-3
AG0089,36287-4
AG0090,36544-4
AG0091,36776-9
AG0092,37262-8
AG0093,37454-5
AG0094,37529-8
AG0095,37562-5
AG0096,40000-8
AG0097,16762-6
AG0098,40214-5
AG0099,40397-9
AG0100,16830-8
AG0101,16894-2
AG0102,40662-0
AG0103,40763-2
AG0104,41055-1
AG0105,41155-0
AG0106,41265-6
AG0107,41354-5
AG0108,41737-6
AG0109,41971-4
AG0110,42022-4
AG0111,42057-0
AG0112,42514-8
AG0113,42589-2
AG0114,48062-0
AG0115,48185-2
AG0116,48195-9
AG0117,48688-6
AG0118,48849-9
AG0119,49013-1
AG0120,49020-9
AG0121,49300-2
AG0123,50213-9
AG0125,50992-5
AG0126,51022-8
AG0127,51185-8
AG0128,51657-8
AG0129,51659-4
AG0130,52134-3
AG0131,52171-2
AG0132,52410-4
AG0133,53268-8
AG0134,25514-3
AG0135,53570-8
AG0136,53612-1
AG0137,54308-8
AG0139,54480-9
AG0140,54530-3
AG0141,54617-9
AG0142,54643-8
AG0143,54754-7
AG0144,55228-6
AG0145,55337-9
AG0146,55609-1
AG0147,55723-6
AG0148,55851-0
AG0149,60147-0
AG0150,55894-7
AG0151,56126-4
AG0152,56133-2
AG0153,60175-5
AG0154,56447-8
AG0155,56719-0
AG0156,56931-8
AG0157,56943-1
AG0158,56958-3
AG0159,57199-5
AG0161,57638-5
AG0163,57879-4
AG0165,58318-7
AG0166,58469-4
AG0167,58920-4
AG0168,59131-5
AG0169,59746-1
AG0170,70666-3
AG0171,70990-3
AG0172,70997-4
AG0173,71209-7
AG0174,71235-6
AG0175,71731-9
AG0176,72055-5
AG0177,72859-9
AG0178,74237-1
AG0179,74277-9
AG0180,75512-2
AG0181,75684-6
AG0183,75932-2
AG0184,76073-5
AG0185,76205-0
AG0186,76936-7
AG0187,77010-7
AG0188,77218-9
AG0189,77549-0
AG0190,77678-7
AG0191,77710-0
AG0192,77730-4
AG0193,77980-7
AG0194,78057-9
AG0195,78205-6
AG0196,78335-6
AG0197,78416-4
AG0198,78562-6
AG0199,78653-1
AG0200,78837-7
AG0201,78867-8
AG0202,78883-0
AG0203,78998-1
AG0204,79132-2
AG0205,79242-8
AG0206,79331-7
AG0207,79349-8
AG0208,79563-2
AG0209,79620-4
AG0210,79622-0
AG0211,79846-4
AG0212,79905-2
AG0213,80064-0
AG0214,80080-2
AG0215,80205-9
AG0216,80284-2
AG0218,80956-0
AG0219,81191-4
AG0220,81208-1
AG0221,81506-2
AG0222,81863-2
AG0223,82006-0
AG0225,82264-4
AG0226,82401-1
AG0227,82806-2
AG0228,82807-5
AG0229,82948-5
AG0231,83508-4
AG0232,83816-2
AG0233,83833-7
AG0234,84428-2
AG0235,84700-1
AG0236,86343-8
AG0237,86507-0
AG0238,86510-6
AG0239,86588-9
AG0240,86710-4
AG0241,87152-7
AG0242,87283-0
AG0243,88166-9
AG0244,88414-5
AG0245,88415-8
AG0246,88443-3
AG0247,88638-9
AG0248,88734-6
AG0249,53535-5
AG0250,60781-4
AG0251,60832-1
AG0252,60849-9
AG0253,60867-7
AG0254,60915-5
AG0255,60953-7
AG0256,61004-7
AG0257,61217-1
AG0258,61259-5
AG0259,61416-6
AG0260,61557-6
AG0261,61659-1
AG0262,61792-7
AG0263,62207-7
AG0264,62218-7
AG0265,62336-4
AG0266,62434-7
AG0267,63170-9
AG0268,63205-4
AG0269,63663-6
AG0270,63773-2
AG0271,63777-4
AG0272,64663-9
AG0273,64710-4
AG0274,64879-2
AG0275,64994-0
AG0276,65293-7
AG0277,66052-1
AG0278,66163-0
AG0279,66501-8
AG0280,66661-9
AG0281,66702-9
AG0282,66725-2
AG0283,67007-4
AG0284,67306-8
AG0286,67456-2
AG0288,67516-3
AG0289,67547-7
AG0290,68141-6
AG0291,68724-5
AG0292,68848-0
AG0293,68882-0
AG0294,68976-4
AG0295,69074-0
AG0296,69502-0
AG0297,69724-8
AG0298,69825-0
AG0299,39157-3
AG0300,39161-2
AG0301,39165-4
AG0302,39193-9
AG0303,39303-4
AG0304,39446-0
AG0305,39724-7
AG0306,38284-1
AG0307,38310-9
AG0308,38323-5
AG0309,38417-9
AG0310,38754-5
AG0311,38836-6
AG0312,13343-0
AG0313,13497-6
AG0314,13539-9
AG0315,13704-1
AG0316,21549-7
AG0317,35833-8
AG0318,35849-3
AG0319,90141-3
AG0320,90317-8
AG0321,90524-4
AG0322,91257-0
AG0323,91460-4
AG0324,91628-8
AG0325,91704-1
AG0326,91756-2
AG0327,92021-6
AG0328,92190-1
AG0329,92335-2
AG0330,92497-9
AG0331,92610-0
AG0332,93165-8
AG0333,93182-3
AG0334,93565-4
AG0335,93624-2
AG0336,94345-5
AG0337,94399-2
AG0338,94575-4
AG0339,94641-0
AG0340,94816-2
AG0341,94960-8
AG0342,95121-4
AG0343,95153-1
AG0344,95354-2
AG0345,95412-7
AG0346,95699-2
AG0347,95877-0
AG0348,95981-8
AG0349,96268-5
AG0350,96304-0
AG0351,96862-1
AG0352,97125-2
AG0353,97202-8
AG0354,97433-0
AG0356,98644-1
AG0357,98785-1
AG0358,99267-1
AG0359,99655-4
AG0360,99743-0
AG0361,10161-A
AG0363,10309-A
AG0364,10572-A
AG0365,10858-A
AG0366,11203-A
AG0367,11511-A
AG0368,11705-A
AG0369,12013-A
AG0370,12068-A
AG0371,12465-A
AG0372,12574-A
AG0373,12691-A
AG0374,12873-A
AG0375,13132-A
AG0376,13171-A
AG0377,13285-A
AG0378,13378-A
AG0379,13381-A
AG0380,13477-A
AG0381,13671-A
AG0382,13747-A
AG0383,13902-A
AG0384,13975-A
AG0385,14047-A
AG0386,14070-A
AG0387,14264-A
AG0388,14318-A
AG0389,14427-A
AG0390,14472-A
AG0391,14610-A
AG0392,14773-A
AG0393,15163-A
AG0394,15214-A
AG0395,15382-A
AG0396,15676-A
AG0397,15994-A
AG0398,16102-A
AG0399,16341-A
AG0400,16474-A
AG0401,16614-A
AG0402,16926-A
AG0403,16932-A
AG0404,17115-A
AG0405,17679-A
AG0406,17839-A
AG0407,18423-A
AG0408,18451-A
AG0409,18509-A
AG0410,18517-A
AG0411,18519-A
AG0412,18911-A
AG0413,19109-A
AG0414,19530-A
AH0001,01007-4
AH0002,01026-5
AH0003,01035-9
AH0004,01054-0
AH0005,01078-6
AH0006,01112-5
AH0007,01113-8
AH0008,01120-6
AH0009,01165-9
AH0010,03421-2
AH0011,08050-9
AH0012,08181-2
AH0013,08189-6
AH0014,09890-2
AH0015,11611-4
AH0017,14323-9
AH0020,15800-4
AH0022,16465-8
AH0024,19433-0
AH0025,19472-5
AH0027,20431-4
AH0029,22846-8
AH0030,23054-0
AH0031,23158-1
AH0032,23673-5
AH0033,27036-4
AH0036,17582-5
AH0037,24236-3
AH0039,29238-4
AH0040,29517-4
AH0041,30059-3
AH0042,26534-0
AH0043,26535-3
AH0044,24615-2
AH0045,26715-7
AH0046,31154-0
AH0047,31974-6
AH0048,32223-8
AH0049,32676-8
AH0050,32931-2
AH0051,32933-8
AH0052,38046-1
AH0053,34284-9
AH0054,34582-0
AH0055,36038-4
AH0056,36113-4
AH0057,38081-4
AH0058,38083-0
AH0059,38094-0
AH0060,36831-5
AH0061,36899-1
AH0062,37074-3
AH0063,37988-3
AH0064,16770-7
AH0065,16782-0
AH0066,40206-4
AH0067,16932-3
AH0068,41319-2
AH0069,41449-2
AH0070,41962-0
AH0071,42308-5
AH0072,42651-6
AH0073,42782-9
AH0075,48173-9
AH0076,48401-1
AH0077,48507-8
AH0078,48811-4
AH0079,49311-2
AH0080,49569-9
AH0081,50049-0
AH0083,50281-2
AH0084,50488-1
AH0085,50559-2
AH0086,51078-1
AH0087,51251-4
AH0088,51646-8
AH0089,52346-4
AH0090,52970-1
AH0091,53084-2
AH0092,20013-0
AH0093,53766-7
AH0094,54398-1
AH0095,54696-2
AH0096,54919-2
AH0097,55200-8
AH0098,56095-1
AH0100,60250-5
AH0101,56563-9
AH0102,56783-1
AH0103,56924-0
AH0104,56972-9
AH0105,57262-2
AH0106,57263-5
AH0107,57356-6
AH0108,58212-0
AH0110,58405-0
AH0111,58490-8
AH0112,58528-2
AH0113,58624-9
AH0114,58625-2
AH0115,58681-2
AH0116,58926-2
AH0117,59371-1
AH0118,59892-3
AH0119,59993-5
AH0120,70293-9
AH0121,70769-1
AH0122,70887-8
AH0123,70912-3
AH0124,71499-8
AH0125,71585-8
AH0126,72377-2
AH0127,72417-9
AH0128,44161-4
AH0129,72848-9
AH0130,72880-3
AH0131,73220-0
AH0132,73240-4
AH0133,73775-5
AH0134,73779-7
AH0135,75106-1
AH0136,75264-6
AH0137,75471-2
AH0138,75636-7
AH0139,75914-4
AH0140,75959-7
AH0141,76138-1
AH0142,76812-2
AH0143,43035-3
AH0144,77376-4
AH0145,77418-7
AH0146,77458-5
AH0147,77587-2
AH0148,77645-7
AH0149,77750-8
AH0150,77880-8
AH0152,78698-4
AH0153,78728-4
AH0154,78751-4
AH0155,78846-1
AH0156,79036-5
AH0157,79224-0
AH0158,79287-1
AH0159,79472-7
AH0160,79501-4
AH0161,25744-2
AH0162,79617-8
AH0163,80073-4
AH0164,80486-6
AH0165,80661-5
AH0166,80995-5
AH0167,81415-7
AH0168,81463-6
AH0169,82057-8
AH0170,82147-0
AH0171,82206-8
AH0172,82440-6
AH0173,83012-8
AH0174,83166-4
AH0175,83211-3
AH0176,83545-3
AH0177,83640-7
AH0178,84336-4
AH0179,84601-5
AH0180,84624-8
AH0181,84868-6
AH0182,84958-8
AH0183,84987-6
AH0184,86063-5
AH0185,86085-5
AH0186,86869-5
AH0187,86937-7
AH0188,87019-1
AH0189,87510-9
AH0190,87537-4
AH0191,88009-7
AH0192,88773-1
AH0193,89009-0
AH0194,89050-8
AH0195,89123-5
AH0196,89300-0
AH0197,89497-3
AH0198,89578-1
AH0199,89851-3
AH0200,60745-8
AH0201,60894-9
AH0202,61036-4
AH0203,61318-3
AH0204,62083-3
AH0205,62496-5
AH0206,62972-4
AH0207,63010-8
AH0208,63218-0
AH0209,63371-0
AH0210,64202-8
AH0211,64449-5
AH0212,64846-2
AH0213,64936-4
AH0214,65003-6
AH0215,65012-0
AH0217,65323-7
AH0218,65389-7
AH0219,65438-8
AH0220,65462-1
AH0221,66004-2
AH0222,66292-7
AH0223,66500-5
AH0224,66826-4
AH0225,66951-9
AH0226,67016-8
AH0227,67025-2
AH0228,67082-5
AH0229,67243-8
AH0230,67305-5
AH0231,67519-2
AH0232,67937-6
AH0233,68168-1
AH0234,68217-2
AH0236,68408-6
AH0237,68481-1
AH0238,68639-8
AH0239,68814-7
AH0240,68970-6
AH0241,69064-3
AH0242,69093-1
AH0243,69131-2
AH0244,69139-6
AH0245,38147-3
AH0246,38732-5
AH0247,38763-9
AH0248,13382-5
AH0249,13719-3
AH0250,13755-9
AH0251,13828-6
AH0252,13855-8
AH0253,13884-6
AH0254,13936-6
AH0255,13976-4
AH0256,13995-5
AH0257,21627-6
AH0258,21672-6
AH0259,21838-4
AH0260,90036-2
AH0261,90119-6
AH0262,90978-7
AH0263,91231-8
AH0264,91375-7
AH0265,91447-1
AH0266,91459-4
AH0267,91834-1
AH0268,92064-3
AH0269,92282-9
AH0270,92385-7
AH0271,92397-0
AH0272,92428-3
AH0273,92531-8
AH0274,92741-3
AH0275,92774-3
AH0276,92958-9
AH0277,93950-8
AH0278,94250-8
AH0279,94458-0
AH0280,94463-2
AH0281,95035-4
AH0282,95070-7
AH0283,95195-5
AH0284,95411-4
AH0285,95720-5
AH0286,95761-6
AH0287,95788-1
AH0288,95931-3
AH0289,96106-8
AH0290,96383-3
AH0291,96628-3
AH0292,96726-6
AH0293,96905-7
AH0294,96954-9
AH0295,96959-4
AH0296,97264-6
AH0297,97678-1
AH0298,97812-9
AH0299,97876-3
AH0301,98679-7
AH0302,99079-6
AH0303,99098-7
AH0304,99264-2
AH0305,99319-1
AH0306,99828-0
AH0307,10137-A
AH0308,10153-A
AH0309,10472-A
AH0310,10498-A
AH0311,10653-A
AH0312,10841-A
AH0313,10976-A
AH0314,11181-A
AH0315,11295-A
AH0316,11494-A
AH0317,11517-A
AH0318,11971-A
AH0319,12159-A
AH0320,12297-A
AH0321,12575-A
AH0322,13454-A
AH0323,13525-A
AH0324,15442-A
AH0325,15574-A
AH0326,16323-A
AH0327,16403-A
AH0328,16469-A
AH0329,16547-A
AH0330,16915-A
AH0331,16933-A
AH0332,17105-A
AH0333,17385-A
AH0334,17806-A
AH0335,17872-A
AH0336,18122-A
AH0337,18138-A
AH0338,18400-A
AH0339,19175-A
AH0340,19495-A
AH0341,19571-A
AI0001,01190-5
AI0002,20307-2
AI0003,21303-3
AI0004,52432-4
AI0005,53052-5
AI0006,54413-9
AI0007,55529-6
AI0008,58276-4
AI0009,58647-2
AI0011,76245-8
AI0012,77973-9
AI0013,78162-0
AI0014,78805-0
AI0015,84416-9
AI0016,84784-9
AI0017,88673-2
AI0018,60685-7
AI0019,62438-9
AI0020,63723-7
AI0021,64144-3
AI0022,67946-0
AI0024,35790-2
AI0025,92358-5
AI0026,95683-7
AI0027,97498-7
AI0028,10081-A
AI0029,11721-A
AI0030,12226-A
AI0031,14553-A
AI0032,16776-A
AI0033,18098-A
AI0034,18913-A
AJ0001,06723-4
AJ0002,08264-6
AJ0003,12645-0
AJ0005,15847-3
AJ0006,18631-9
AJ0007,19847-5
AJ0008,19853-0
AJ0010,21421-0
AJ0011,22412-9
AJ0012,22797-7
AJ0013,23015-5
AJ0014,23530-9
AJ0015,23857-1
AJ0016,27172-9
AJ0017,26412-1
AJ0018,32626-3
AJ0019,32804-1
AJ0020,33116-4
AJ0021,37502-3
AJ0022,37932-0
AJ0023,48570-6
AJ0024,48680-2
AJ0025,49515-2
AJ0026,51048-0
AJ0027,55643-1
AJ0028,57785-0
AJ0029,58032-6
AJ0030,58307-7
AJ0031,58338-1
AJ0035,70811-1
AJ0036,71899-4
AJ0037,72340-0
AJ0038,72609-6
AJ0041,73791-7
AJ0042,73926-1
AJ0043,74052-2
AJ0044,74311-8
AJ0045,75673-6
AJ0046,76488-3
AJ0047,76618-2
AJ0048,76944-8
AJ0049,77411-6
AJ0050,77497-0
AJ0051,78120-6
AJ0052,79306-1
AJ0053,79414-1
AJ0054,80642-4
AJ0055,81919-4
AJ0056,81929-1
AJ0057,82962-1
AJ0058,83157-0
AJ0059,83399-2
AJ0060,84908-3
AJ0062,86033-4
AJ0063,88648-6
AJ0064,88775-7
AJ0065,88904-3
AJ0066,89090-6
AJ0067,60605-1
AJ0068,62236-5
AJ0069,63959-4
AJ0070,64851-4
AJ0071,65057-3
