FundraisedAmount,Main_ID,Description,EventYear
"10,510",60994-8,Wellesley to Provincetown Inn (2-Day),2022
"7,346",61046-1,Wellesley to Provincetown Inn (2-Day),2022
0,61046-1,Wellesley to Provincetown Inn (2-Day),2022
"32,156",86480-6,Wellesley to Provincetown Inn (2-Day),2022
"6,000",86711-7,Wellesley to Provincetown Inn (2-Day),2022
"6,080",93653-0,Wellesley to Provincetown Inn (2-Day),2022
"6,576",93667-9,Wellesley to Provincetown Inn (2-Day),2022
"6,145.9",93861-9,Wellesley to Provincetown Inn (2-Day),2022
"6,168",94287-0,Wellesley to Provincetown Inn (2-Day),2022
"6,000",66655-4,Wellesley to Provincetown Inn (2-Day),2022
"6,000",80326-5,Wellesley to Provincetown Inn (2-Day),2022
"9,663",86701-0,Wellesley to Provincetown Inn (2-Day),2022
"9,622.17",86703-6,Wellesley to Provincetown Inn (2-Day),2022
"9,500",86784-5,Wellesley to Provincetown Inn (2-Day),2022
"17,503.63",93651-4,Wellesley to Provincetown Inn (2-Day),2022
"6,000",33147-8,Wellesley to Provincetown Inn (2-Day),2022
"25,760",36874-2,Wellesley to Provincetown Inn (2-Day),2022
"6,000",36978-3,Wellesley to Provincetown Inn (2-Day),2022
"99,060",41489-0,Wellesley to Provincetown Inn (2-Day),2022
"1,500",41489-0,Wellesley to Provincetown Inn (2-Day),2022
"6,000",51163-8,Wellesley to Provincetown Inn (2-Day),2022
"10,272.55",59017-0,Wellesley to Provincetown Inn (2-Day),2022
"16,705",73328-3,Wellesley to Provincetown Inn (2-Day),2022
"33,922",77325-6,Wellesley to Provincetown Inn (2-Day),2022
"6,195",77524-1,Wellesley to Provincetown Inn (2-Day),2022
"12,000",77541-6,Wellesley to Provincetown Inn (2-Day),2022
"6,000",77588-5,Wellesley to Provincetown Inn (2-Day),2022
"13,110.43",82713-1,Wellesley to Provincetown Inn (2-Day),2022
0,82713-1,Wellesley to Provincetown Inn (2-Day),2022
"9,500",82764-9,Wellesley to Provincetown Inn (2-Day),2022
0,82764-9,Wellesley to Provincetown Inn (2-Day),2022
"9,760",82856-7,Wellesley to Provincetown Inn (2-Day),2022
"9,634.24",82892-3,Wellesley to Provincetown Inn (2-Day),2022
"8,370",82914-2,Wellesley to Provincetown Inn (2-Day),2022
"7,150.42",87362-2,Wellesley to Provincetown Inn (2-Day),2022
"10,223.55",11792-A,Wellesley to Provincetown Inn (2-Day),2022
"9,512.85",31785-8,Wellesley to Provincetown Inn (2-Day),2022
"11,820",59572-2,Wellesley to Provincetown Inn (2-Day),2022
"7,103.1",59625-5,Wellesley to Provincetown Inn (2-Day),2022
75,59625-5,Wellesley to Provincetown Inn (2-Day),2022
"8,685",59693-8,Wellesley to Provincetown Inn (2-Day),2022
0,59693-8,Wellesley to Provincetown Inn (2-Day),2022
"6,000",65662-9,Wellesley to Provincetown Inn (2-Day),2022
"12,009",73552-4,Wellesley to Provincetown Inn (2-Day),2022
"7,825.6",77678-7,Wellesley to Provincetown Inn (2-Day),2022
"12,230",77827-7,Wellesley to Provincetown Inn (2-Day),2022
"33,825",77830-3,Wellesley to Provincetown Inn (2-Day),2022
"11,560.52",77878-5,Wellesley to Provincetown Inn (2-Day),2022
"18,936",81195-6,Wellesley to Provincetown Inn (2-Day),2022
"6,842.54",92841-2,Wellesley to Provincetown Inn (2-Day),2022
"45,726.4",92946-6,Wellesley to Provincetown Inn (2-Day),2022
"6,216",13261-A,Wellesley to Provincetown Inn (2-Day),2022
"33,853",33349-2,Wellesley to Provincetown Inn (2-Day),2022
"11,880",53474-1,Wellesley to Provincetown Inn (2-Day),2022
"11,586",53568-5,Wellesley to Provincetown Inn (2-Day),2022
"6,000",53771-9,Wellesley to Provincetown Inn (2-Day),2022
"6,000.1",57638-5,Wellesley to Provincetown Inn (2-Day),2022
"6,590.96",62186-1,Wellesley to Provincetown Inn (2-Day),2022
"11,385",68156-8,Wellesley to Provincetown Inn (2-Day),2022
"30,250",78387-7,Wellesley to Provincetown Inn (2-Day),2022
"8,210",83156-7,Wellesley to Provincetown Inn (2-Day),2022
"12,900",83188-4,Wellesley to Provincetown Inn (2-Day),2022
"9,694.2",83226-5,Wellesley to Provincetown Inn (2-Day),2022
"6,000.04",87987-5,Wellesley to Provincetown Inn (2-Day),2022
"11,909",11974-2,Wellesley to Provincetown Inn (2-Day),2022
"6,000",11992-A,Wellesley to Provincetown Inn (2-Day),2022
"10,913.68",12172-7,Wellesley to Provincetown Inn (2-Day),2022
"6,000",38328-0,Wellesley to Provincetown Inn (2-Day),2022
"10,915",69087-6,Wellesley to Provincetown Inn (2-Day),2022
"6,000",79058-5,Wellesley to Provincetown Inn (2-Day),2022
"7,720",84208-0,Wellesley to Provincetown Inn (2-Day),2022
"8,250.96",97458-9,Wellesley to Provincetown Inn (2-Day),2022
"6,000",97561-4,Wellesley to Provincetown Inn (2-Day),2022
"10,445.61",97679-4,Wellesley to Provincetown Inn (2-Day),2022
"6,000",12410-A,Wellesley to Provincetown Inn (2-Day),2022
"24,682.19",12547-A,Wellesley to Provincetown Inn (2-Day),2022
500,12547-A,Wellesley to Provincetown Inn (2-Day),2022
"6,260",21555-2,Wellesley to Provincetown Inn (2-Day),2022
"6,000",42083-9,Wellesley to Provincetown Inn (2-Day),2022
"9,500",57075-0,Wellesley to Provincetown Inn (2-Day),2022
"9,500",61040-3,Wellesley to Provincetown Inn (2-Day),2022
"29,115",66405-1,Wellesley to Provincetown Inn (2-Day),2022
"21,085",66421-3,Wellesley to Provincetown Inn (2-Day),2022
"9,790",72310-9,Wellesley to Provincetown Inn (2-Day),2022
"13,370",80146-1,Wellesley to Provincetown Inn (2-Day),2022
"6,600",86504-1,Wellesley to Provincetown Inn (2-Day),2022
"6,350",86616-3,Wellesley to Provincetown Inn (2-Day),2022
"6,280",86627-3,Wellesley to Provincetown Inn (2-Day),2022
"6,414.26",86687-5,Wellesley to Provincetown Inn (2-Day),2022
"6,340",86731-1,Wellesley to Provincetown Inn (2-Day),2022
"6,435",86804-8,Wellesley to Provincetown Inn (2-Day),2022
"7,699.05",93707-6,Wellesley to Provincetown Inn (2-Day),2022
"9,911.5",94028-3,Wellesley to Provincetown Inn (2-Day),2022
"6,000",11563-A,Wellesley to Provincetown Monument (2-Day),2022
"12,895",36178-1,Wellesley to Provincetown Monument (2-Day),2022
"9,640",40293-8,Wellesley to Provincetown Monument (2-Day),2022
"10,080.25",40584-1,Wellesley to Provincetown Monument (2-Day),2022
"8,576",77894-7,Wellesley to Provincetown Monument (2-Day),2022
"10,962.5",93174-2,Wellesley to Provincetown Monument (2-Day),2022
"18,765",93392-8,Wellesley to Provincetown Monument (2-Day),2022
"6,020",13614-A,Wellesley to Provincetown Monument (2-Day),2022
"6,250",13639-8,Wellesley to Provincetown Monument (2-Day),2022
"11,910",93320-3,Wellesley to Provincetown Monument (2-Day),2022
"6,193",39808-4,Wellesley to Provincetown Monument (2-Day),2022
"6,154",13389-6,Wellesley to Provincetown Monument (2-Day),2022
"8,865",13501-4,Wellesley to Provincetown Monument (2-Day),2022
"6,120",13526-3,Wellesley to Provincetown Monument (2-Day),2022
"9,850",13583-6,Wellesley to Provincetown Monument (2-Day),2022
"12,537.42",31578-2,Wellesley to Provincetown Monument (2-Day),2022
"1,500",31578-2,Wellesley to Provincetown Monument (2-Day),2022
"8,461",39701-4,Wellesley to Provincetown Monument (2-Day),2022
"7,642.3",39869-9,Wellesley to Provincetown Monument (2-Day),2022
"9,751",48849-9,Wellesley to Provincetown Monument (2-Day),2022
"7,168.28",66083-5,Wellesley to Provincetown Monument (2-Day),2022
"10,867.38",75664-2,Wellesley to Provincetown Monument (2-Day),2022
"19,020.01",13625-A,Wellesley to Provincetown Monument (2-Day),2022
"11,992.55",31226-4,Wellesley to Provincetown Monument (2-Day),2022
"20,778.93",39898-7,Wellesley to Provincetown Monument (2-Day),2022
"20,504.69",40216-1,Wellesley to Provincetown Monument (2-Day),2022
50,40216-1,Wellesley to Provincetown Monument (2-Day),2022
"19,626.9",49025-4,Wellesley to Provincetown Monument (2-Day),2022
"66,662.3",60224-6,Wellesley to Provincetown Monument (2-Day),2022
"6,976",66317-5,Wellesley to Provincetown Monument (2-Day),2022
"6,000",75632-5,Wellesley to Provincetown Monument (2-Day),2022
"8,215",73507-4,Wellesley to Provincetown Monument (2-Day),2022
"27,370.75",77773-1,Wellesley to Provincetown Monument (2-Day),2022
"6,000",92224-3,Wellesley to Provincetown Monument (2-Day),2022
600,92224-3,Wellesley to Provincetown Monument (2-Day),2022
"9,585",92971-2,Wellesley to Provincetown Monument (2-Day),2022
"6,025.5",93062-0,Wellesley to Provincetown Monument (2-Day),2022
"8,795",93374-0,Wellesley to Provincetown Monument (2-Day),2022
"18,673.37",71799-5,Wellesley to Provincetown Monument (2-Day),2022
"11,075",91932-4,Wellesley to Provincetown Monument (2-Day),2022
600,91932-4,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10593-A,Wellesley to Provincetown Monument (2-Day),2022
"7,000",10615-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10651-A,Wellesley to Provincetown Monument (2-Day),2022
"11,950",10755-A,Wellesley to Provincetown Monument (2-Day),2022
"9,500",10759-A,Wellesley to Provincetown Monument (2-Day),2022
"17,710",02301-6,Wellesley to Provincetown Monument (2-Day),2022
"9,500",51980-5,Wellesley to Provincetown Monument (2-Day),2022
"6,625",65608-5,Wellesley to Provincetown Monument (2-Day),2022
"11,288.07",93070-1,Wellesley to Provincetown Monument (2-Day),2022
"6,000",93194-6,Wellesley to Provincetown Monument (2-Day),2022
"13,876.06",93258-9,Wellesley to Provincetown Monument (2-Day),2022
"6,000",93322-9,Wellesley to Provincetown Monument (2-Day),2022
"18,282.83",03534-7,Wellesley to Provincetown Monument (2-Day),2022
"8,675",13507-2,Wellesley to Provincetown Monument (2-Day),2022
"6,000",13586-A,Wellesley to Provincetown Monument (2-Day),2022
"11,160",75858-5,Wellesley to Provincetown Monument (2-Day),2022
"6,300",91473-0,Wellesley to Provincetown Monument (2-Day),2022
"6,020",10712-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10721-A,Wellesley to Provincetown Monument (2-Day),2022
"6,814.89",10893-A,Wellesley to Provincetown Monument (2-Day),2022
"9,500",10731-A,Wellesley to Provincetown Monument (2-Day),2022
"1,500",10757-A,Wellesley to Provincetown Monument (2-Day),2022
"8,030",10811-A,Wellesley to Provincetown Monument (2-Day),2022
"8,767.3",10965-A,Wellesley to Provincetown Monument (2-Day),2022
"15,806.52",36598-1,Wellesley to Provincetown Monument (2-Day),2022
"6,861",55113-5,Wellesley to Provincetown Monument (2-Day),2022
"21,360",70624-9,Wellesley to Provincetown Monument (2-Day),2022
"6,103.26",75043-1,Wellesley to Provincetown Monument (2-Day),2022
"9,520.32",90202-7,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10137-A,Wellesley to Provincetown Monument (2-Day),2022
"7,700",11521-A,Wellesley to Provincetown Monument (2-Day),2022
"9,815",46085-7,Wellesley to Provincetown Monument (2-Day),2022
"6,700.75",59769-4,Wellesley to Provincetown Monument (2-Day),2022
0,59769-4,Wellesley to Provincetown Monument (2-Day),2022
"9,100",92379-2,Wellesley to Provincetown Monument (2-Day),2022
"6,418",13387-0,Wellesley to Provincetown Monument (2-Day),2022
"17,360",04152-2,Wellesley to Provincetown Monument (2-Day),2022
"7,639.5",10534-A,Wellesley to Provincetown Monument (2-Day),2022
"6,150",10582-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10633-A,Wellesley to Provincetown Monument (2-Day),2022
"10,215",10654-A,Wellesley to Provincetown Monument (2-Day),2022
"6,096",10660-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10730-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10738-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10836-A,Wellesley to Provincetown Monument (2-Day),2022
"6,179.91",10873-A,Wellesley to Provincetown Monument (2-Day),2022
"9,750",19444-0,Wellesley to Provincetown Monument (2-Day),2022
"6,070",32622-1,Wellesley to Provincetown Monument (2-Day),2022
"6,176.26",48268-6,Wellesley to Provincetown Monument (2-Day),2022
"6,000",70819-5,Wellesley to Provincetown Monument (2-Day),2022
"6,203.15",75232-9,Wellesley to Provincetown Monument (2-Day),2022
"7,250",10966-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",15291-6,Wellesley to Provincetown Monument (2-Day),2022
"6,000",75197-7,Wellesley to Provincetown Monument (2-Day),2022
"7,367.5",78934-7,Wellesley to Provincetown Monument (2-Day),2022
"47,877.75",10297-A,Wellesley to Provincetown Monument (2-Day),2022
600,10297-A,Wellesley to Provincetown Monument (2-Day),2022
"6,523.33",27942-0,Wellesley to Provincetown Monument (2-Day),2022
"6,325.7",39759-3,Wellesley to Provincetown Monument (2-Day),2022
"6,095",49016-0,Wellesley to Provincetown Monument (2-Day),2022
"6,000",66045-3,Wellesley to Provincetown Monument (2-Day),2022
"6,694.1",66097-4,Wellesley to Provincetown Monument (2-Day),2022
"6,000",72064-9,Wellesley to Provincetown Monument (2-Day),2022
"11,961",75925-4,Wellesley to Provincetown Monument (2-Day),2022
"6,301.01",10597-A,Wellesley to Provincetown Monument (2-Day),2022
"6,240",10618-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10645-A,Wellesley to Provincetown Monument (2-Day),2022
"10,580",10652-A,Wellesley to Provincetown Monument (2-Day),2022
"6,220",10667-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10669-A,Wellesley to Provincetown Monument (2-Day),2022
"14,986.52",10701-A,Wellesley to Provincetown Monument (2-Day),2022
"15,100",10704-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10807-A,Wellesley to Provincetown Monument (2-Day),2022
"6,250",10850-A,Wellesley to Provincetown Monument (2-Day),2022
"23,008",34988-4,Wellesley to Provincetown Monument (2-Day),2022
"12,802",49024-1,Wellesley to Provincetown Monument (2-Day),2022
"6,000",66061-5,Wellesley to Provincetown Monument (2-Day),2022
"6,170",79981-6,Wellesley to Provincetown Monument (2-Day),2022
"14,098",84476-1,Wellesley to Provincetown Monument (2-Day),2022
"7,230.68",10557-A,Wellesley to Provincetown Monument (2-Day),2022
"15,885",10603-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10625-A,Wellesley to Provincetown Monument (2-Day),2022
"7,070",10628-A,Wellesley to Provincetown Monument (2-Day),2022
"7,370",10684-A,Wellesley to Provincetown Monument (2-Day),2022
"6,025",10791-A,Wellesley to Provincetown Monument (2-Day),2022
"13,285",19363-2,Wellesley to Provincetown Monument (2-Day),2022
"8,097.88",78662-5,Wellesley to Provincetown Monument (2-Day),2022
"10,425",83698-6,Wellesley to Provincetown Monument (2-Day),2022
"15,198",90381-9,Wellesley to Provincetown Monument (2-Day),2022
"7,043.65",10366-A,Wellesley to Provincetown Monument (2-Day),2022
"6,514.63",10422-A,Wellesley to Provincetown Monument (2-Day),2022
"9,700",18658-4,Wellesley to Provincetown Monument (2-Day),2022
"2,000",18658-4,Wellesley to Provincetown Monument (2-Day),2022
"9,615",31091-0,Wellesley to Provincetown Monument (2-Day),2022
"6,080",34755-6,Wellesley to Provincetown Monument (2-Day),2022
"6,025",57114-4,Wellesley to Provincetown Monument (2-Day),2022
"20,330.94",61081-4,Wellesley to Provincetown Monument (2-Day),2022
"3,670",61083-0,Wellesley to Provincetown Monument (2-Day),2022
"17,520",67070-2,Wellesley to Provincetown Monument (2-Day),2022
"17,365",87025-6,Wellesley to Provincetown Monument (2-Day),2022
"15,500",13465-A,Wellesley to Provincetown Monument (2-Day),2022
"9,745",13524-7,Wellesley to Provincetown Monument (2-Day),2022
"6,000",13608-4,Wellesley to Provincetown Monument (2-Day),2022
"6,300",13711-A,Wellesley to Provincetown Monument (2-Day),2022
"20,100",39787-8,Wellesley to Provincetown Monument (2-Day),2022
"20,305",39871-2,Wellesley to Provincetown Monument (2-Day),2022
"9,960.67",48990-6,Wellesley to Provincetown Monument (2-Day),2022
"7,744",39996-0,Wellesley to Provincetown Monument (2-Day),2022
"12,261.07",48910-0,Wellesley to Provincetown Monument (2-Day),2022
"7,505",67125-1,Wellesley to Provincetown Monument (2-Day),2022
"13,572",67229-2,Wellesley to Provincetown Monument (2-Day),2022
"10,456.85",72472-6,Wellesley to Provincetown Monument (2-Day),2022
"9,745",01694-2,Wellesley to Provincetown Monument (2-Day),2022
"6,870",11006-A,Wellesley to Provincetown Monument (2-Day),2022
"6,320",10751-A,Wellesley to Provincetown Monument (2-Day),2022
"9,500",10771-A,Wellesley to Provincetown Monument (2-Day),2022
"6,790",10847-A,Wellesley to Provincetown Monument (2-Day),2022
"6,700",10877-A,Wellesley to Provincetown Monument (2-Day),2022
"9,500",10904-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10936-A,Wellesley to Provincetown Monument (2-Day),2022
"9,500",51649-7,Wellesley to Provincetown Monument (2-Day),2022
"10,837.79",70798-9,Wellesley to Provincetown Monument (2-Day),2022
"10,460.05",75418-1,Wellesley to Provincetown Monument (2-Day),2022
"25,669",83751-6,Wellesley to Provincetown Monument (2-Day),2022
"7,077.55",40863-1,Wellesley to Provincetown Monument (2-Day),2022
"7,497",71008-6,Wellesley to Provincetown Monument (2-Day),2022
"76,330",83489-4,Wellesley to Provincetown Monument (2-Day),2022
"31,070",83693-1,Wellesley to Provincetown Monument (2-Day),2022
"6,270",10509-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",13905-A,Wellesley to Provincetown Monument (2-Day),2022
"12,320",18616-0,Wellesley to Provincetown Monument (2-Day),2022
"6,418",50598-7,Wellesley to Provincetown Monument (2-Day),2022
"10,950",67340-8,Wellesley to Provincetown Monument (2-Day),2022
"14,360",72484-9,Wellesley to Provincetown Monument (2-Day),2022
"8,253.5",87068-3,Wellesley to Provincetown Monument (2-Day),2022
"12,945",94577-0,Wellesley to Provincetown Monument (2-Day),2022
"6,529.9",75406-8,Wellesley to Provincetown Monument (2-Day),2022
"6,000",89876-2,Wellesley to Provincetown Monument (2-Day),2022
"11,465",03759-4,Wellesley to Provincetown Monument (2-Day),2022
"6,505",10424-A,Wellesley to Provincetown Monument (2-Day),2022
"6,149",10429-A,Wellesley to Provincetown Monument (2-Day),2022
"17,972.1",14253-A,Wellesley to Provincetown Monument (2-Day),2022
"6,430",61092-4,Wellesley to Provincetown Monument (2-Day),2022
"6,060",61300-2,Wellesley to Provincetown Monument (2-Day),2022
"7,539.5",39409-1,Wellesley to Provincetown Monument (2-Day),2022
"4,825",39478-7,Wellesley to Provincetown Monument (2-Day),2022
"6,660",39559-5,Wellesley to Provincetown Monument (2-Day),2022
"46,875",61121-1,Wellesley to Provincetown Monument (2-Day),2022
"29,607",61461-6,Wellesley to Provincetown Monument (2-Day),2022
"14,826.12",67132-9,Wellesley to Provincetown Monument (2-Day),2022
"1,500",67132-9,Wellesley to Provincetown Monument (2-Day),2022
"7,557.75",95456-7,Wellesley to Provincetown Monument (2-Day),2022
"7,385",11044-A,Wellesley to Provincetown Monument (2-Day),2022
"18,335",11083-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11263-A,Wellesley to Provincetown Monument (2-Day),2022
"6,350",51247-5,Wellesley to Provincetown Monument (2-Day),2022
"15,963",82721-2,Wellesley to Provincetown Monument (2-Day),2022
"13,707",82924-9,Wellesley to Provincetown Monument (2-Day),2022
"6,000",97074-5,Wellesley to Provincetown Monument (2-Day),2022
"6,000",03101-1,Wellesley to Provincetown Monument (2-Day),2022
"6,100",10547-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000.55",10752-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10768-A,Wellesley to Provincetown Monument (2-Day),2022
"6,413",10829-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10885-A,Wellesley to Provincetown Monument (2-Day),2022
"10,143",48350-4,Wellesley to Provincetown Monument (2-Day),2022
"6,000",94396-3,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11355-A,Wellesley to Provincetown Monument (2-Day),2022
"6,301.5",11378-A,Wellesley to Provincetown Monument (2-Day),2022
"41,117.1",33133-9,Wellesley to Provincetown Monument (2-Day),2022
"6,000.22",63425-6,Wellesley to Provincetown Monument (2-Day),2022
"6,025",87435-9,Wellesley to Provincetown Monument (2-Day),2022
"9,509.82",67190-5,Wellesley to Provincetown Monument (2-Day),2022
"7,237.83",67200-1,Wellesley to Provincetown Monument (2-Day),2022
"8,036.38",67337-2,Wellesley to Provincetown Monument (2-Day),2022
"7,425",86927-0,Wellesley to Provincetown Monument (2-Day),2022
"6,345",87089-0,Wellesley to Provincetown Monument (2-Day),2022
"11,731",87181-5,Wellesley to Provincetown Monument (2-Day),2022
"6,122.55",11116-A,Wellesley to Provincetown Monument (2-Day),2022
"6,100",11119-A,Wellesley to Provincetown Monument (2-Day),2022
"12,706.52",11181-A,Wellesley to Provincetown Monument (2-Day),2022
"24,650",11302-3,Wellesley to Provincetown Monument (2-Day),2022
"6,520.01",11315-A,Wellesley to Provincetown Monument (2-Day),2022
"12,803.5",59249-5,Wellesley to Provincetown Monument (2-Day),2022
"8,026.1",83771-0,Wellesley to Provincetown Monument (2-Day),2022
"6,000.1",10370-A,Wellesley to Provincetown Monument (2-Day),2022
"6,947.69",10388-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11388-A,Wellesley to Provincetown Monument (2-Day),2022
0,11430-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",63424-3,Wellesley to Provincetown Monument (2-Day),2022
"6,025",70363-7,Wellesley to Provincetown Monument (2-Day),2022
"15,000",77344-7,Wellesley to Provincetown Monument (2-Day),2022
"25,782.83",77570-4,Wellesley to Provincetown Monument (2-Day),2022
"10,040",87502-8,Wellesley to Provincetown Monument (2-Day),2022
"27,981.28",87634-4,Wellesley to Provincetown Monument (2-Day),2022
"9,500",87669-0,Wellesley to Provincetown Monument (2-Day),2022
"6,000",12922-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",13150-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",94610-6,Wellesley to Provincetown Monument (2-Day),2022
"6,152.21",11062-A,Wellesley to Provincetown Monument (2-Day),2022
"6,161.28",11067-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11195-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11367-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11382-A,Wellesley to Provincetown Monument (2-Day),2022
"6,856",29829-4,Wellesley to Provincetown Monument (2-Day),2022
"11,860.75",51211-6,Wellesley to Provincetown Monument (2-Day),2022
"100,816.75",33266-8,Wellesley to Provincetown Monument (2-Day),2022
"6,050",41683-0,Wellesley to Provincetown Monument (2-Day),2022
"9,500",49254-0,Wellesley to Provincetown Monument (2-Day),2022
"6,018",68349-8,Wellesley to Provincetown Monument (2-Day),2022
"19,340",74544-6,Wellesley to Provincetown Monument (2-Day),2022
"6,657.11",12261-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",11457-A,Wellesley to Provincetown Monument (2-Day),2022
"7,450",11485-A,Wellesley to Provincetown Monument (2-Day),2022
"48,992.07",37089-5,Wellesley to Provincetown Monument (2-Day),2022
"9,500",12846-A,Wellesley to Provincetown Monument (2-Day),2022
"6,060.22",29659-7,Wellesley to Provincetown Monument (2-Day),2022
"8,520",33536-4,Wellesley to Provincetown Monument (2-Day),2022
"35,395.12",37529-8,Wellesley to Provincetown Monument (2-Day),2022
"18,068.35",41584-4,Wellesley to Provincetown Monument (2-Day),2022
"9,500",38793-0,Wellesley to Provincetown Monument (2-Day),2022
"6,025",54358-3,Wellesley to Provincetown Monument (2-Day),2022
"7,761.16",62308-9,Wellesley to Provincetown Monument (2-Day),2022
"9,241",62325-4,Wellesley to Provincetown Monument (2-Day),2022
"6,421",62410-1,Wellesley to Provincetown Monument (2-Day),2022
"6,501.79",74702-0,Wellesley to Provincetown Monument (2-Day),2022
"16,095",74705-9,Wellesley to Provincetown Monument (2-Day),2022
"6,000",97157-9,Wellesley to Provincetown Monument (2-Day),2022
"6,000",97249-7,Wellesley to Provincetown Monument (2-Day),2022
"14,579.2",97428-8,Wellesley to Provincetown Monument (2-Day),2022
"9,579.125",57768-5,Wellesley to Provincetown Monument (2-Day),2022
"10,018.75",61712-1,Wellesley to Provincetown Monument (2-Day),2022
"11,845",62099-8,Wellesley to Provincetown Monument (2-Day),2022
"15,090",62194-2,Wellesley to Provincetown Monument (2-Day),2022
"9,500",83327-7,Wellesley to Provincetown Monument (2-Day),2022
"53,646",88556-8,Wellesley to Provincetown Monument (2-Day),2022
"6,615",98995-6,Wellesley to Provincetown Monument (2-Day),2022
"42,120",12651-A,Wellesley to Provincetown Monument (2-Day),2022
"7,825.11",12656-A,Wellesley to Provincetown Monument (2-Day),2022
"10,473.43",12759-A,Wellesley to Provincetown Monument (2-Day),2022
"10,797.8",33659-6,Wellesley to Provincetown Monument (2-Day),2022
"6,550",56719-0,Wellesley to Provincetown Monument (2-Day),2022
"6,155",93537-9,Wellesley to Provincetown Monument (2-Day),2022
"9,500",93544-7,Wellesley to Provincetown Monument (2-Day),2022
"6,324.1",93652-7,Wellesley to Provincetown Monument (2-Day),2022
"10,470",83722-8,Wellesley to Provincetown Monument (2-Day),2022
"50,757.66",89493-1,Wellesley to Provincetown Monument (2-Day),2022
"1,785",01095-1,Wellesley to Provincetown Monument (2-Day),2022
"3,300",01095-1,Wellesley to Provincetown Monument (2-Day),2022
"1,210",01095-1,Wellesley to Provincetown Monument (2-Day),2022
"13,071",03729-3,Wellesley to Provincetown Monument (2-Day),2022
"6,000",10500-A,Wellesley to Provincetown Monument (2-Day),2022
"7,093",38831-1,Wellesley to Provincetown Monument (2-Day),2022
"6,000",39051-6,Wellesley to Provincetown Monument (2-Day),2022
"25,558.2",54088-7,Wellesley to Provincetown Monument (2-Day),2022
"7,982.3",61450-6,Wellesley to Provincetown Monument (2-Day),2022
"9,500",12847-A,Wellesley to Provincetown Monument (2-Day),2022
"10,710",83359-4,Wellesley to Provincetown Monument (2-Day),2022
"7,020",98992-7,Wellesley to Provincetown Monument (2-Day),2022
0,98992-7,Wellesley to Provincetown Monument (2-Day),2022
600,98992-7,Wellesley to Provincetown Monument (2-Day),2022
"7,120",99217-6,Wellesley to Provincetown Monument (2-Day),2022
"14,767.55",68236-3,Wellesley to Provincetown Monument (2-Day),2022
"12,532.6",78345-3,Wellesley to Provincetown Monument (2-Day),2022
"6,000",83333-2,Wellesley to Provincetown Monument (2-Day),2022
"20,919",58302-2,Wellesley to Provincetown Monument (2-Day),2022
"7,536",97127-8,Wellesley to Provincetown Monument (2-Day),2022
"7,769",97407-1,Wellesley to Provincetown Monument (2-Day),2022
"6,115",97437-2,Wellesley to Provincetown Monument (2-Day),2022
"8,110",12800-A,Wellesley to Provincetown Monument (2-Day),2022
"6,000",67346-6,Wellesley to Provincetown Monument (2-Day),2022
"6,050",67417-7,Wellesley to Provincetown Monument (2-Day),2022
"6,051.2",87188-6,Wellesley to Provincetown Monument (2-Day),2022
"17,500.5",94511-0,Wellesley to Provincetown Monument (2-Day),2022
"6,120",11381-A,Wellesley to Provincetown Monument (2-Day),2022
"6,505",39607-3,Wellesley to Provincetown Monument (2-Day),2022
"6,725",53825-5,Wellesley to Provincetown Monument (2-Day),2022
"15,452.3",61180-0,Wellesley to Provincetown Monument (2-Day),2022
"9,419.25",67526-0,Wellesley to Provincetown Monument (2-Day),2022
"10,065",67627-2,Wellesley to Provincetown Monument (2-Day),2022
"12,261.2",72475-5,Wellesley to Provincetown Monument (2-Day),2022
"176,911.1",72637-1,Wellesley to Provincetown Monument (2-Day),2022
"6,379.7",94493-3,Wellesley to Provincetown Monument (2-Day),2022
